"rider_type","end_station_name","number_of_rides"
"member","California Ave & Division St",2468
"member","Ogden Ave & Congress Pkwy",2451
"member","Sedgwick St & Schiller St",2447
"member","Sheridan Rd & Columbia Ave",2438
"member","Damen Ave & Sunnyside Ave",2397
"member","Wentworth Ave & 33rd St",2397
"member","Campbell Ave & Montrose Ave",2372
"member","Greenview Ave & Jarvis Ave",2355
"member","Lincoln Ave & Roscoe St",2351
"member","Shields Ave & 28th Pl",2338
"member","Artesian Ave & Hubbard St",2331
"member","Clark St & Schreiber Ave",2312
"member","Chicago Ave & Sheridan Rd",2310
"member","Clark St & Elmdale Ave",2274
"member","California Ave & Montrose Ave",2245
"member","Talman Ave & Addison St",2245
"member","Hampden Ct & Diversey Ave",2233
"member","Clark St & Lunt Ave",2229
"member","Lincoln Ave & Addison St",2211
"member","Lincoln Ave & Belmont Ave",2206
"member","Green St & Washington Blvd",2159
"member","Damen Ave & Melrose Ave",2148
"member","Sheridan Rd & Argyle St",2139
"member","Emerald Ave & 28th St",2130
"member","Elston Ave & Wabansia Ave",2110
"member","Washtenaw Ave & Lawrence Ave",2106
"member","St. Louis Ave & Fullerton Ave",2079
"member","California Ave & Fletcher St",2049
"member","Clinton St & 18th St",2040
"member","Laflin St & Cullerton St",2010
"member","Leavitt St & Addison St",1984
"member","Damen Ave & Walnut (Lake) St",1977
"member","Racine Ave & 15th St",1969
"member","Field Museum",1912
"member","Chicago Ave & Washington St",1909
"member","Calumet Ave & 35th St",1907
"member","Southport Ave & Clark St",1887
"member","Leavitt St & Lawrence Ave",1875
"member","Richmond St & Diversey Ave",1873
"member","Campbell Ave & Fullerton Ave",1872
"member","Damen Ave & Cullerton St",1872
"member","University Library (NU)",1871
"member","Troy St & North Ave",1854
"member","Canal St & Harrison St",1824
"member","Lincoln Ave & Winona St",1808
"member","Paulina St & Howard St",1774
"member","Oakley Ave & Irving Park Rd",1759
"member","Halsted St & 35th St",1743
"member","Wabash Ave & Cermak Rd",1743
"member","Hoyne Ave & Balmoral Ave",1721
"member","Spaulding Ave & Division St",1721
"member","Central Park Ave & Bloomingdale Ave",1720
"member","Francisco Ave & Foster Ave",1719
"member","Indiana Ave & 26th St",1713
"member","Claremont Ave & Hirsch St",1709
"member","Central Park Ave & Elbridge Ave",1695
"member","Winchester (Ravenswood) Ave & Balmoral Ave",1687
"member","Museum of Science and Industry",1672
"member","Cherry Ave & Blackhawk St",1671
"member","May St & Cullerton St",1668
"member","McCormick Place",1668
"member","N Carpenter St & W Lake St",1668
"member","Clark St & Columbia Ave",1658
"member","Calumet Ave & 21st St",1656
"member","Ashland Ave & Belle Plaine Ave",1636
"member","Western Ave & Monroe St",1634
"member","Damen Ave & Wabansia Ave",1630
"member","Kosciuszko Park",1624
"member","Broadway & Wilson Ave",1607
"member","Damen Ave & Madison St",1606
"member","Halsted St & Archer Ave",1591
"member","Milwaukee Ave & Fullerton Ave",1577
"member","State St & 19th St",1565
"member","Manor Ave & Leland Ave",1532
"member","Bernard St & Elston Ave",1523
"member","Lake Park Ave & 47th St",1521
"member","Troy St & Elston Ave",1512
"member","Albany Ave & Montrose Ave",1493
"member","California Ave & Byron St",1476
"member","Glenwood Ave & Touhy Ave",1471
"member","Wilton Ave & Diversey Pkwy*",1455
"member","W Oakdale Ave & N Broadway",1448
"member","Christiana Ave & Lawrence Ave",1444
"member","Ogden Ave & Roosevelt Rd",1435
"member","Wentworth Ave & 24th St (Temp)",1388
"member","Smith Park",1372
"member","W Armitage Ave & N Sheffield Ave",1355
"member","Greenwood Ave & 47th St",1349
"member","Kimball Ave & Belmont Ave",1348
"member","Lake Park Ave & 35th St",1310
"member","Wallace St & 35th St",1297
"member","Avers Ave & Belmont Ave",1270
"member","Halsted St & 21st St",1256
"member","Halsted St & North Branch St",1223
"member","Eastlake Ter & Rogers Ave",1183
"member","Kedzie Ave & Leland Ave",1181
"member","Sheridan Rd & Greenleaf Ave",1136
"member","Wells St & 19th St",1126
"member","Western Ave & Lunt Ave",1124
"member","Avondale Ave & Irving Park Rd",1074
"member","Buckingham Fountain",1043
"member","Wentworth Ave & 35th St",1038
"member","Elizabeth St & Fulton St",1025
"member","Western Ave & 21st St",979
"member","Loomis St & Archer Ave",947
"member","Cottage Grove Ave & 47th St",931
"member","Drake Ave & Montrose Ave",930
"member","Cottage Grove Ave & 43rd St",923
"member","South Shore Dr & 71st St",918
"member","State St & 29th St",917
"member","Western Ave & Granville Ave",908
"member","Woodlawn Ave & Lake Park Ave",907
"member","Monticello Ave & Irving Park Rd",906
"member","Drake Ave & Addison St",878
"member","Ashland Ave & Archer Ave",873
"member","N Sheffield Ave & W Wellington Ave",862
"member","Cottage Grove Ave & 51st St",826
"member","Racine Ave & 35th St",825
"member","Elmwood Ave & Austin St",823
"member","Rockwell St & Fletcher St",821
"member","Normal Ave & Archer Ave",817
"member","Prairie Ave & Garfield Blvd",803
"member","Western Ave & Howard St",798
"member","Malcolm X College Vaccination Site",793
"member","Clark St & Jarvis Ave",784
"member","Buckingham Fountain (Temp)",779
"member","Central St & Girard Ave",778
"member","Clinton St & Polk St",773
"member","California Ave & 21st St",757
"member","Central St Metra",749
"member","Cottage Grove Ave & 63rd St",746
"member","Western Ave & 24th St",734
"member","DuSable Museum",728
"member","Keystone Ave & Montrose Ave",718
"member","Warren Park East",713
"member","Elston Ave & George St",699
"member","Central Park Ave & North Ave",689
"member","Evanston Civic Center",672
"member","Dorchester Ave & 49th St",667
"member","Warren Park West",662
"member","Kedzie Ave & Foster Ave",659
"member","Bosworth Ave & Howard St",657
"member","Sawyer Ave & Irving Park Rd",653
"member","Francisco Ave & Montrose Ave",641
"member","Kedzie Ave & Bryn Mawr Ave",641
"member","Dodge Ave & Church St",639
"member","MLK Jr Dr & Pershing Rd",638
"member","Knox Ave & Montrose Ave",637
"member","Wood St & Webster Ave",636
"member","2112 W Peterson Ave",617
"member","Keystone Ave & Fullerton Ave",609
"member","Calumet Ave & 51st St",602
"member","Leavitt St & Archer Ave",593
"member","Western Ave & Grace St",593
"member","South Shore Dr & 67th St",583
"member","Budlong Woods Library",577
"member","St. Louis Ave & Balmoral Ave",573
"member","Washtenaw Ave & Ogden Ave",569
"member","Kedzie Ave & Lake St",564
"member","Clark St & Touhy Ave",562
"member","Kedzie Ave & George St",550
"member","Wood St & 35th St",531
"member","Kildare Ave & Montrose Ave",529
"member","Kedzie Ave & Chicago Ave",527
"member","Rockwell St & Cermak Rd",521
"member","N Southport Ave & W Newport Ave",517
"member","Racine Ave & 13th St",509
"member","Damen Ave & Coulter St",504
"member","California Ave & Lake St",491
"member","Prairie Ave & 43rd St",487
"member","Ridge Blvd & Howard St",480
"member","Valli Produce - Evanston Plaza",473
"member","N Paulina St & Lincoln Ave",465
"member","Pulaski Rd & 51st St",465
"member","Lincoln Ave & Balmoral Ave",456
"member","Loomis St & Lexington St*",455
"member","California Ave & Winona St",452
"member","Milwaukee Ave & Cuyler Ave",426
"member","Ridge Blvd & Touhy Ave",423
"member","Maplewood Ave & Peterson Ave",420
"member","Francisco Ave & Bloomingdale Ave",415
"member","Cottage Grove Ave & Oakwood Blvd",412
"member","N Shore Channel Trail & Argyle St",411
"member","Narragansett & Wrightwood",411
"member","Troy St & Grace St",408
"member","Public Rack - Milwaukee Ave & Diversey Ave",404
"member","Western Ave & Gunnison St",401
"member","Green St & Madison Ave*",397
"member","Kedzie Ave & 48th Pl",396
"member","63rd St Beach",390
"member","California Ave & 23rd Pl",388
"member","Lockwood Ave & Wrightwood Ave",386
"member","Conservatory Dr & Lake St",375
"member","Oakley Ave & Touhy Ave",366
"member","Princeton Ave & 47th St",366
"member","Long & Irving Park",360
"member","Wolcott Ave & Fargo Ave",359
"member","Dodge Ave & Main St",356
"member","Central Park Ave & Ogden Ave",353
"member","MTV Hubbard St",344
"member","Washtenaw Ave & Polk St",339
"member","Elston Ave & Henderson St",337
"member","Lincolnwood Dr & Central St",332
"member","Chicago State University",331
"member","Halsted St & 37th St",327
"member","Dorchester Ave & 63rd St",326
"member","Archer (Damen) Ave & 37th St",321
"member","Pulaski Rd & Eddy St (Temp)",319
"member","Halsted St & 47th Pl",316
"member","Ashland Ave & McDowell Ave",311
"member","Sacramento Blvd & Addison St",310
"member","California Ave & 26th St",308
"member","Narragansett & Irving Park",305
"member","Malcolm X College",295
"member","South Shore Dr & 74th St",293
"member","W Washington Blvd & N Peoria St",289
"member","Kostner Ave & Adams St",287
"member","Sacramento Blvd & Franklin Blvd",286
"member","Lamon Ave & Belmont Ave",277
"member","Western Ave & Berteau Ave",277
"member","Public Rack - Lawndale Ave & Diversey Ave",275
"member","Central Ave & Chicago Ave",272
"member","Kilpatrick Ave & Parker Ave",271
"member","Fairfield Ave & Roosevelt Rd",269
"member","Kilbourn Ave & Irving Park Rd",268
"member","Public Rack - Hamlin Ave & Fullerton Ave",264
"member","Damen Ave & Pershing Rd",259
"member","Eberhart Ave & 61st St",259
"member","Lincoln Ave & Peterson Ave",257
"member","Wells St & Institute Pl",253
"member","Kilbourn Ave & Milwaukee Ave",252
"member","Marshfield Ave & 44th St",251
"member","State St & 95th St",250
"member","Jeffery Blvd & 71st St",246
"member","Union Ave & Root St",238
"member","Albany Ave & Belmont Ave",237
"member","Cottage Grove Ave & 83rd St",228
"member","Kedzie Ave & 21st St",228
"member","MLK Jr Dr & 63rd St",225
"member","Austin Blvd & Lake St",224
"member","Millard Ave & 26th St",222
"member","Mulligan Ave & Wellington Ave",220
"member","State St & 79th St",220
"member","MLK Jr Dr & 47th St",219
"member","Wabash Ave & 87th St",219
"member","Campbell Ave & Irving Park Rd",218
"member","Princeton Ave & Garfield Blvd",205
"member","Whipple/Irving Park",205
"member","Dodge Ave & Mulford St",204
"member","Komensky Ave & 31st St",204
"member","N Damen Ave & W Chicago Ave",203
"member","Halsted St & 51st St",202
"member","Central Ave & Roscoe St",200
"member","Long Ave & Belden Ave",199
"member","Kenosha & Wellington",198
"member","Public Rack - Spaulding Ave & North Ave",198
"member","Public Rack - Washtenaw Ave & Devon Ave",198
"member","Kilbourn & Roscoe",190
"member","Public Rack - Spaulding Ave & Evergreen Ave",190
"member","Central Park Ave & 24th St",185
"member","Cottage Grove Ave & 67th St",185
"member","Lavergne & Fullerton",185
"member","May St & 69th St",185
"member","Halsted St & 96th St",177
"member","Central Ave & Parker Ave",175
"member","Jeffery Blvd & 67th St",174
"member","Stony Island Ave & 75th St",174
"member","Orange & Addison",171
"member","Public Rack - Lockwood Ave & Diversey Ave",166
"member","Eastlake Ter & Howard St",162
"member","Public Rack - Cicero Ave & Wrightwood Ave",162
"member","State St & Pershing Rd",161
"member","Maryland Ave & 104th St",156
"member","Harlem & Irving Park",155
"member","Western & 28th - Velasquez Institute Vaccination Site",155
"member","Albany Ave & 26th St",154
"member","Campbell Ave & Montrose Ave (Temp)",154
"member","Public Rack - Kostner Ave & Armitage Ave",154
"member","Stony Island Ave & 64th St",152
"member","Fullerton & Monitor",151
"member","Wentworth Ave & 63rd St",149
"member","Hyde Park Blvd & 55th St",147
"member","Ping Tom Park (East)",147
"member","Morgan St & Pershing Rd",145
"member","Public Rack - California Ave & Cortez St",145
"member","Public Rack - Christiana Ave & Belmont Ave",144
"member","Exchange Ave & 79th St",143
"member","Austin Blvd & Chicago Ave",142
"member","Base - 2132 W Hubbard",141
"member","Phillips Ave & 79th St",141
"member","Rockwell St & Archer Ave",140
"member","Kostner Ave & Wrightwood Ave",139
"member","Stony Island Ave & 82nd St",139
"member","Ashland Ave & Pershing Rd",136
"member","Kostner Ave & Armitage Ave",135
"member","Long Ave & Belmont Ave",135
"member","Public Rack - Pulaski Rd & Armitage Ave",133
"member","Pulaski Rd & 21st St",129
"member","Kedzie Ave & 57th St",128
"member","Cottage Grove Ave & 78th St",127
"member","Hoyne Ave & 47th St",127
"member","N Clark St & W Elm St",127
"member","Harding Ave & 26th St",126
"member","Yates Blvd & 75th St",125
"member","Central Park Ave & Ohio St",124
"member","Virginia Ave & Catalpa Ave",124
"member","Central Ave & Madison St",123
"member","Stony Island Ave & 71st St",123
"member","Stony Island Ave & 67th St",122
"member","Kedzie Ave & Harrison St",121
"member","Austin Blvd & Madison St",120
"member","Washtenaw Ave & Peterson Ave",119
"member","Public Rack - Woodlawn Ave & 63rd St - NE",118
"member","Elizabeth St & 92nd St",117
"member","Greenwood Ave & 97th St",117
"member","Homewood Ave & 115th St",117
"member","Public Rack - Hamlin Ave & Montrose Ave",116
"member","Burnham Greenway & 112th St",113
"member","Evans Ave & 75th St",113
"member","Lawndale Ave & 30th St",113
"member","Sayre & Diversey",113
"member","Meade Ave & Diversey Ave",111
"member","Olive Harvey College",111
"member","Summit Ave & 86th St",111
"member","Archer Ave & 43rd St",110
"member","Halsted & 63rd - Kennedy-King Vaccination Site",110
"member","Indiana Ave & 40th St",108
"member","Laramie Ave & Madison St",108
"member","Public Rack - Western Ave & Devon Ave",107
"member","Kedzie Ave & 24th St",106
"member","Public Rack - Racine Ave & 109th Pl",106
"member","Western Blvd & 48th Pl",106
"member","Washtenaw Ave & Superior St",105
"member","MLK Jr Dr & 56th St",104
"member","Kedzie Ave & Roosevelt Rd",103
"member","Pulaski Rd & 44th St",103
"member","Public Rack - Milwaukee Ave & School St",102
"member","Halsted St & 73rd St",100
"member","Hamlin Ave & 62nd Pl",99
"member","Public Rack - Kedzie Ave & Argyle St",99
"member","Shields Ave & 43rd St",99
"member","Cottage Grove Ave & 71st St",98
"member","Lawler Ave & 50th St",98
"member","State St & 54th St",97
"member","Central Park & Augusta Blvd",96
"member","Hyde Park Blvd & 53rd St",96
"member","MLK Jr Dr & 83rd St",93
"member","Public Rack - Kenton Ave & Palmer St",93
"member","Rainbow Beach",92
"member","Cottage Grove Ave & 111th Pl",91
"member","Pulaski & Ann Lurie Pl",91
"member","Western Ave & 111th St",91
"member","Western Ave & Ardmore Ave",91
"member","Cornell Dr & Hayes Dr",90
"member","Public Rack - Lowell Ave & Elston Ave",90
"member","Richmond St & Lincoln Ave",89
"member","Ashland Ave & 50th St",88
"member","Monticello Ave & Chicago Ave",88
"member","Commercial Ave & 83rd St",86
"member","Western Ave & 104th St",86
"member","Milwaukee Ave & Diversey Ave",85
"member","Perry Ave & 69th St",85
"member","Central Ave & Lake St",84
"member","Albany Ave & 16th St",83
"member","Narragansett Ave & School St",83
"member","Cicero Ave & Wellington Ave",82
"member","Sacramento Blvd & Fulton Ave",81
"member","Jeffery Blvd & 76th St",80
"member","Kenton Ave & Palmer St",78
"member","Kildare Ave & 47th St",76
"member","Laramie Ave & Kinzie St",76
"member","Public Rack - Avers Ave & Irving Park Rd",76
"member","Ashland Ave & 63rd St",75
"member","Stewart Ave & 83rd St",75
"member","Calumet Park",73
"member","Halsted St & 104th St",73
"member","Narragansett & McLean",73
"member","Racine Ave & Garfield Blvd",73
"member","Public Rack - Christiana Ave & Archer Ave",72
"member","Public Rack - Washtenaw Ave & Superior St",72
"member","Spaulding Ave & 63rd St",71
"member","Washtenaw Ave & Madison St",71
"member","Hale Ave & 107th St",70
"member","Kilpatrick Ave & Grand Ave",70
"member","Kildare & Cermak",69
"member","Sacramento Ave & Pershing Rd",69
"member","East End Ave & 87th St",67
"member","Latrobe Ave & Chicago Ave",67
"member","Vincennes Ave & 104th St",66
"member","Public Rack - Jensen Park",65
"member","Central Park Blvd & 5th Ave",63
"member","Loomis Blvd & 84th St",63
"member","Public Rack - Monticello Ave & Belmont Ave",62
"member","Walden Pkwy & 100th St",62
"member","Kedzie Ave & 52nd St",61
"member","Public Rack - Austin Ave & Roscoe St",61
"member","Halsted St & 78th St",60
"member","Houston Ave & 92nd St",60
"member","Public Rack - Milwaukee Ave & Addison St",60
"member","Baltimore Ave & 87th St",59
"member","Cicero Ave & Wrightwood Ave",59
"member","Kilbourn & Belden",59
"member","Pulaski Rd & Congress Pkwy",59
"member","Sacramento Blvd & Polk St",59
"member","Cicero Ave & Grace St",58
"member","Lamon Ave & Armitage Ave",58
"member","Martin Luther King Dr & 111th St",58
"member","Phillips Ave & 83rd St",58
"member","Public Rack - Keystone Ave & North Ave",58
"member","Public Rack - Milwaukee Ave & Haussen Ct",58
"member","Public Rack - Nagle Ave & Belmont Ave",58
"member","Stewart Ave & 63rd St",58
"member","Christiana Ave & Archer Ave",57
"member","Komensky Ave & 55th St",56
"member","Oak Park & Wellington",56
"member","Public Rack - Christiana Ave & Lawrence Ave",56
"member","Public Rack - King Dr & 115th St",56
"member","Public Rack - Mozart Elementary School",56
"member","Meade Ave & Addison St",55
"member","Dauphin Ave & 87th St",54
"member","Halsted St & 111th St",54
"member","Mozart St & Jackson Blvd",54
"member","Prospect Sq & 91st St",54
"member","Public Rack - Karlov Ave & Kamerling Ave",54
"member","Public Rack - Brainerd Park",53
"member","Public Rack - Cicero Ave & Roscoe St",53
"member","Public Rack - Walden Pkwy & 103rd St",53
"member","Stony Island Ave & South Chicago Ave",53
"member","Throop St & 52nd St",53
"member","Western Ave & Lake St",53
"member","California & 16th St",52
"member","Dauphin Ave & 103rd St",52
"member","Public Rack - Western Ave & Jarvis Ave",52
"member","Big Marsh Park",51
"member","Ellis Ave & 83rd St",51
"member","Public Rack - Pulaski Rd & Fullerton Ave",51
"member","Ewing Ave & Burnham Greenway",50
"member","Public Rack - Hoyne Ave & 110th Pl",50
"member","Public Rack - State ST & 42nd St",50
"member","Kenton Ave & Madison St",49
"member","Public Rack - Rockwell Ave & Touhy Ave ",49
"member","Brandon Ave & 91st St",48
"member","Nagle Ave & Belmont Ave",48
"member","Base - 2132 W Hubbard Warehouse",47
"member","Halsted St & 56th St",47
"member","Oglesby Ave & 100th St",47
"member","Public Rack - Loomis St & 87th St",47
"member","Public Rack - Rockwell & Division",47
"member","Kedzie Ave & 110th St",46
"member","St Louis Ave & Norman Bobbins Ave",46
"member","Elizabeth St & 47th St",45
"member","Public Rack - Fullerton Ave & Narragansett Ave",45
"member","Public Rack - Pulaski Rd & 44th St",45
"member","Western Ave & 79th St",45
"member","Hamlin Ave & Fullerton Ave",44
"member","Public Rack - McCormick Blvd & Devon Ave",44
"member","Avenue O & 118th St",43
"member","Halsted St & 69th St",43
"member","Homan Ave & Fillmore St",43
"member","Kostner Ave & 63rd St",42
"member","Newcastle Ave & Belden Ave",42
"member","Public Rack - California Ave & Touhy Ave - NW",42
"member","Ashland Ave & 66th St",41
"member","Harold Washington Park",41
"member","Marquette Ave & 89th St",41
"member","Public Rack - Penn Elementary School / KIPP Ascend Middle School",41
"member","St Louis Ave & 59th St",41
"member","Constance Ave & 95th St",40
"member","Eberhart Ave & 91st St",40
"member","Fairfield Ave & 44th St",40
"member","Loomis St & 87th St",40
"member","Midway Orange Line",40
"member","Burnham Greenway & 105th St",39
"member","Public Rack - Keystone Ave & Irving Park Rd",39
"member","Spaulding Ave & 16th St",39
"member","Vernon Ave & 75th St",39
"member","Wood St & 47th St",39
"member","Bloomingdale Ave & Harlem Ave",38
"member","Lawndale Ave & Diversey Ave",38
"member","Major Taylor Trail & 115th St",38
"member","Vernon Ave & 79th St",38
"member","Public Rack - Kostner Ave & Diversey Ave",37
"member","Public Rack - Sacramento Ave & Devon Ave",37
"member","Western Blvd & 49th St",37
"member","Damen Ave & 33rd St",36
"member","Greenwood Ave & 79th St",36
"member","Karlov Ave & Madison St",36
"member","Public Rack - Campbell Ave & Pratt Blvd",36
"member","Public Rack - Kilbourn Ave & Fullerton Ave",36
"member","Public Rack - Woodlawn Ave & 63rd St N",36
"member","Pulaski Rd & Fullerton Ave",36
"member","Halsted St & 63rd St",35
"member","Public Rack - Avondale Ave & Addison St",35
"member","Spaulding Ave & Evergreen Ave",35
"member","Tripp Ave & 65th St",35
"member","Cicero Ave & Lake St",34
"member","Clyde Ave & 87th St",34
"member","Eggleston Ave & 69th St",34
"member","Public Rack - Calumet Ave & 51st St",34
"member","Public Rack - Hyde Park Blvd & 55th St",34
"member","Public Rack - Kildare Ave & Division St",34
"member","Pulaski Rd & Lake St",34
"member","Bennett Ave & 79th St",33
"member","Lamon Ave & Chicago Ave",33
"member","Loomis St & 89th St",33
"member","Monticello Ave & Belmont Ave",33
"member","Public Rack - Harold Washington Park",33
"member","Tripp Ave & 31st St",33
"member","Western Ave & Jarvis Ave",33
"member","Yates Blvd & 93rd St",33
"member","Damen Ave & 51st St",32
"member","Hoyne Ave & 34th St",32
"member","Kedzie Ave & 54th St - SW",32
"member","Kimbark Ave & 67th St",32
"member","Mason Ave & Belmont Ave",32
"member","Public Rack - Evans Ave & 63rd St",32
"member","Public Rack - Laramie Ave & Belmont Ave",32
"member","Commercial Ave & 130th St",31
"member","Pullman - Walmart",31
"member","Central Ave & Harrison St",30
"member","Cicero Ave & Flournoy St",30
"member","Damen Ave & 59th St",30
"member","Homewood Ave & Monterey Ave",30
"member","Lafayette Ave & 95th St",30
"member","Public Rack - Kimbark Ave & 67th St",30
"member","Artesian Ave & 55th St",29
"member","Ashland Ave & 74th St",29
"member","Indiana Ave & 103rd St",29
"member","Mozart Elementary School",29
"member","North Ave & New England Ave",29
"member","Public Rack - Cicero Ave & North Ave",29
"member","Public Rack - Cicero Ave & Wellington Ave",29
"member","Stony Island Ave & 90th St",29
"member","Torrence Ave & 106th St",29
"member","Central Park Ave & Douglas Blvd",28
"member","Hamlin Ave & Montrose Ave",28
"member","Lawndale Ave & 16th St",28
"member","Nordica & Medill",28
"member","Public Rack - California Ave & Devon Ave - NW",28
"member","Public Rack - Western Blvd & 49th St",28
"member","Sacramento Ave & 25th St",28
"member","Talman Ave & 51st St - midblock",28
"member","California Ave & Marquette Rd",27
"member","Langley Ave & 79th St",27
"member","Shabbona Park",27
"member","Ashland Ave & Garfield Blvd",26
"member","Christiana Ave & Belmont Ave",26
"member","Harlem Ave & Grace St",26
"member","Public Rack - Chopin Park",26
"member","Public Rack - Kostner Ave & North Ave",26
"member","Keystone Ave & North Ave",25
"member","Kostner Ave & Lake St",25
"member","Lawndale Ave & 111th St",25
"member","Public Rack - Austin Ave & Wrightwood Ave",25
"member","Pulaski Rd & 51st Rd",25
"member","Rockwell St & 57th St",25
"member","Avenue O & 134th St",24
"member","532 E 43rd St",23
"member","Ada St & 113th St",23
"member","Ashland Ave & 78th St",23
"member","Francisco Ave & 47th St",23
"member","Halsted St & 59th St",23
"member","Kildare Ave & 55th St",23
"member","Oketo Ave & Addison St",23
"member","Public Rack - California Ave & Devon Ave - NE",23
"member","Public Rack - Fairfield Ave & 63rd St",23
"member","Public Rack - Lorel Ave & Grand Ave",23
"member","State St & 76th St",23
"member","Claremont Ave & 71st St",22
"member","Doty Ave & 111th St",22
"member","Elizabeth St & 59th St",22
"member","Francisco Ave & Hollywood Ave",22
"member","Long Ave & North Ave",22
"member","Public Rack - Sacramento Ave & Greenleaf Ave",22
"member","Spaulding Ave & North Ave",22
"member","Cottage Grove Ave & 111th St",21
"member","Lowell Ave & Elston Ave",21
"member","Public Rack - Lake Shore Dr & Hayes Dr",21
"member","Public Rack - Spaulding Ave & Bryn Mawr Ave",21
"member","Springfield Ave & 47th St",21
"member","Tripp Ave & 15th St",21
"member","Wabash Ave & 83rd St",21
"member","California Ave & Devon Ave - NE",20
"member","Laramie Ave & Belmont Ave",20
"member","Milwaukee Ave & School St",20
"member","Public Rack - Sawyer Ave & Lawrence Ave",20
"member","Pulaski Rd & 60th St",20
"member","Richmond St & 59th St",20
"member","Vernon Ave & 107th St",20
"member","Woodlawn & 103rd - Olive Harvey Vaccination Site",20
"member","Homan Ave & 65th St",19
"member","Public Rack - Drake Ave & Leland Ave",19
"member","Woodlawn Ave & 75th St",19
"member","Commercial Ave & 100th St",18
"member","Jeffrey Blvd & 71st St",18
"member","Laramie Ave & Gladys Ave",18
"member","Major Taylor Trail & 124th St",18
"member","Plainfield & Irving Park",18
"member","Prairie Ave & 47th St - midblock",18
"member","Public Rack - Karlov Ave & Milwaukee Ave",18
"member","Public Rack - Kedvale Ave & Avondale Ave",18
"member","Western Ave & 62nd St",18
"member","Calumet Ave & 71st St",17
"member","Kedzie Ave & 45th St",17
"member","Michigan Ave & 71st St",17
"member","Public Rack - Fullerton Ave & Lavergne Ave",17
"member","Public Rack - Grand Ave & North Ave",17
"member","Public Rack - Kedzie Ave & 62nd Pl",17
"member","Public Rack - Woodlawn Ave & 63rd St - SE",17
"member","Racine Ave & 109th Pl",17
"member","W 103rd St & S Avers Ave",17
"member","Campbell Ave & 51st St",16
"member","Hegewisch Metra Station",16
"member","Marshfield Ave & 59th St",16
"member","Michigan Ave & 114th St",16
"member","Rhodes Ave & 71st St",16
"member","Wilton Ave & Diversey Pkwy - Charging",16
"member","Albany Ave & 63rd St",15
"member","Augusta Blvd & Laramie Ave",15
"member","Damen Ave & 74th St",15
"member","Kedzie Ave & 61st Pl",15
"member","Kedzie Ave & 63rd St",15
"member","Morgan St & 95th St",15
"member","Public Rack - Brandon Ave & 91st St",15
"member","Public Rack - Hamlin Ave & Grand Ave",15
"member","Public Rack - Pullman - Walmart",15
"member","Public Rack - Spaulding Ave & Foster Ave",15
"member","South Chicago Ave & 83rd St",15
"member","Vincennes Ave & 75th St",15
"member","Walden Pkwy & 103rd St",15
"member","Western Ave & 28th St",15
"member","Avers Ave & Irving Park Rd",14
"member","Cottage Grove Ave & 87th St",14
"member","Greenwood Ave & 91st St",14
"member","Hoyne Ave & 110th Pl",14
"member","Kedzie Ave & 54th St - SE",14
"member","La Villita Park (Albany/30th)",14
"member","Lavergne Ave & Division St",14
"member","N Narragansett Ave & Grand Ave",14
"member","Neva Ave & Grand Ave",14
"member","Public Rack - California Ave & Ogden Ave",14
"member","Public Rack - Tripp Ave & North Ave",14
"member","S Aberdeen St & W 106th St",14
"member","Seeley Ave & Garfield Blvd",14
"member","Bissell St & Armitage Ave - Charging",13
"member","Cicero Ave & Quincy St",13
"member","Kildare Ave & Chicago Ave",13
"member","Major Ave & Bloomingdale Ave",13
"member","Milwaukee Ave & Addison St",13
"member","Public Rack - Avers Ave & Ogden Ave",13
"member","Public Rack - Kedzie Ave & 54th St - SE",13
"member","Public Rack - Kedzie Ave & Archer Ave",13
"member","Public Rack - King Dr & Oakwood Blvd",13
"member","Public Rack - Langley Ave & 79th St",13
"member","Public Rack - Laramie Ave & Fullerton Ave",13
"member","Racine Ave & 74th St",13
"member","California Ave & 36th St",12
"member","Central Ave & George St",12
"member","Kedzie Ave & 58th St",12
"member","Kildare Ave & Division St",12
"member","Narragansett Ave & Fullerton Ave",12
"member","Public  Rack - Albany Ave & 63rd St",12
"member","Public Rack - Kimball Ave & Carmen Ave",12
"member","Public Rack - Lafayette Ave & 95th St",12
"member","Steelworkers Park",12
"member","Whipple St & Roosevelt Rd",12
"member","Altgeld Gardens",11
"member","Carpenter St & 63rd St",11
"member","Cottage Grove Ave & 98th St",11
"member","Greenwood Ave & Lake Park Ave",11
"member","Komensky Ave & 59th St",11
"member","Public Rack - Chase Ave & Touhy Ave - NE",11
"member","Public Rack - Hyde Park Blvd & 53rd St",11
"member","Public Rack - Normal Ave & 111th St",11
"member","Public Rack - Saginaw Ave & 93rd St",11
"member","Public Rack - Western Ave & 47th Pl",11
"member","Racine Ave & 65th St",11
"member","Troy Ave & 27th St",11
"member","Eggleston Ave & 92nd St",10
"member","Harriet E Sayre Public School",10
"member","Kenneth Ave & 50th St",10
"member","Keystone Ave & Irving Park Rd",10
"member","Kildare Ave & 26th St",10
"member","Maplewood Ave & 59th St",10
"member","Public Rack - Christiana Ave & Bryn Mawr Ave",10
"member","Public Rack - Cicero Ave & Altgeld St",10
"member","Public Rack - Linder Ave & Belmont Ave",10
"member","Public Rack - Menard Ave & Dakin St - midblock",10
"member","Public Rack - Narragansett Ave & Fullerton Ave",10
"member","Public Rack - Throop St & 109th Pl",10
